state,account_length,area_code,intl_plan,voicemail_plan,no_of_vmail_msgs,total_day_mins,total_day_calls,total_day_charge,total_eve_mins,total_eve_calls,total_eve_charge,total_night_mins,total_night_calls,total_night_charge,total_intl_mins,total_intl_calls,total_intl_charge,customer_service_calls,churn,total_usage_mins,day_ratio,eve_ratio,night_ratio,intl_ratio,custserv_per_month,active_vmail,avg_cost_per_min
MO,196,415,0,0,0,234.0,109,39.78,249.5,114,21.21,173.1,70,7.79,9.1,5,2.46,2,0,665.7,0.3515096890491212,0.37479345050322965,0.2600270392068499,0.013669821240799157,0.30612244897959184,0,0.17
VT,113,415,0,0,0,272.1,111,46.26,268.5,118,22.82,213.8,105,9.62,8.5,10,2.3,1,1,762.9000000000001,0.3566653558788832,0.3519465198584349,0.28024642810329004,0.011141696159391793,0.26548672566371684,0,0.17001102535832413
IN,122,408,0,0,0,296.4,99,50.39,214.8,89,18.26,133.9,107,6.03,11.4,3,3.08,4,1,656.5,0.45148514851485144,0.3271896420411272,0.20396039603960398,0.017364813404417364,0.9836065573770493,0,0.1700067476383266
RI,112,510,0,0,0,194.4,101,33.05,190.3,82,16.18,183.4,107,8.25,11.4,2,3.08,0,0,579.5,0.3354616048317515,0.3283865401207938,0.31647972389991375,0.019672131147540985,0.0,0,0.1700102880658436
SD,209,415,0,0,0,227.2,128,38.62,258.4,92,21.96,183.5,74,8.26,8.9,4,2.4,3,0,677.9999999999999,0.33510324483775816,0.3811209439528024,0.2706489675516225,0.013126843657817112,0.43062200956937796,0,0.1699823943661972
MN,62,415,0,0,0,248.7,109,42.28,220.0,118,18.7,265.7,78,11.96,13.2,2,3.56,1,1,747.6,0.3326645264847512,0.294275013376137,0.35540395933654356,0.017656500802568215,0.48387096774193544,0,0.17000402090872538
TX,110,415,0,1,38,236.3,102,40.17,195.9,112,16.65,183.5,82,8.26,9.7,6,2.62,1,0,625.4000000000001,0.37783818356251997,0.3132395267029101,0.2934122161816437,0.015510073552926124,0.27272727272727276,1,0.16999576809140923
VA,16,510,0,0,0,205.6,69,34.95,169.5,93,14.41,220.1,64,9.9,10.9,3,2.94,0,0,606.1,0.33921795083319584,0.2796568223065501,0.36314139580927235,0.017983831050981686,0.0,0,0.16999027237354086
MA,73,408,0,0,0,94.1,136,16.0,280.3,122,23.83,205.0,77,9.23,9.8,4,2.65,0,0,589.1999999999999,0.1597080787508486,0.47572980312287855,0.347929395790903,0.016632722335369995,0.0,0,0.17003188097768332
ID,128,408,0,0,0,125.2,99,21.28,205.4,107,17.46,254.4,111,11.45,18.9,2,5.1,0,0,603.9,0.20731909256499423,0.34012253684384836,0.42126179831097865,0.03129657228017883,0.0,0,0.16996805111821087
MA,39,408,0,0,0,60.4,158,10.27,306.2,120,26.03,123.9,46,5.58,12.4,3,3.35,1,0,502.9,0.12010340027838537,0.6088685623384371,0.2463710479220521,0.024656989461125475,0.7692307692307692,0,0.17003311258278145
GA,103,415,0,1,28,121.0,105,20.57,270.4,100,22.98,160.5,76,7.22,7.7,4,2.08,2,0,559.6,0.21622587562544673,0.4832022873481057,0.2868120085775554,0.013759828448892066,0.5825242718446603,1,0.17
RI,119,415,0,1,29,117.8,66,20.03,256.8,114,21.83,147.6,76,6.64,7.6,3,2.05,3,0,529.8000000000001,0.22234805587013964,0.4847112117780294,0.27859569648924115,0.014345035862589653,0.7563025210084033,1,0.1700339558573854
ID,173,510,0,1,21,232.4,96,39.51,211.9,118,18.01,273.0,102,12.29,5.0,5,1.35,3,0,722.3,0.32174996538834283,0.29336840647930224,0.3779592966911256,0.006922331441229407,0.5202312138728323,1,0.17000860585197933
SD,128,510,1,1,32,223.5,81,38.0,188.8,74,16.05,154.9,101,6.97,9.4,2,2.54,2,1,576.6,0.38761706555671177,0.3274366978841485,0.2686437738466875,0.016302462712452306,0.46875,1,0.17002237136465326
MA,86,510,0,0,0,176.3,79,29.97,259.2,97,22.03,287.4,78,12.93,6.2,3,1.67,0,0,729.1,0.24180496502537377,0.35550678919215467,0.39418461116444925,0.00850363461802222,0.0,0,0.16999432785025523
WY,114,415,0,1,32,125.2,79,21.28,177.8,105,15.11,232.4,89,10.46,12.9,3,3.48,1,0,548.3,0.2283421484588729,0.3242750319168339,0.42385555352908993,0.023527266095203357,0.2631578947368421,1,0.16996805111821087
VA,104,408,0,0,0,138.7,107,23.58,256.9,113,21.84,234.9,74,10.57,10.0,3,2.7,0,0,640.5,0.2165495706479313,0.4010928961748634,0.3667447306791569,0.0156128024980484,0.0,0,0.17000720980533526
OR,148,415,0,0,0,86.3,134,14.67,246.6,92,20.96,251.6,91,11.32,11.3,4,3.05,1,0,595.8,0.14484726418261162,0.41389728096676737,0.4222893588452501,0.01896609600537093,0.2027027027027027,0,0.16998841251448435
VA,129,408,0,0,0,207.0,91,35.19,154.9,121,13.17,245.1,112,11.03,13.4,5,3.62,3,0,620.4,0.33365570599613154,0.24967762733720184,0.39506769825918764,0.021598968407479047,0.6976744186046512,0,0.16999999999999998
ME,100,510,0,1,30,58.8,104,10.0,219.5,107,18.66,152.3,118,6.85,7.1,3,1.92,0,0,437.70000000000005,0.1343385880740233,0.5014850354123829,0.347955220470642,0.016221156042951792,0.0,1,0.17006802721088435
AL,121,408,0,1,35,68.7,95,11.68,209.2,69,17.78,197.4,42,8.88,11.4,4,3.08,1,0,486.69999999999993,0.14115471543045,0.4298335730429423,0.40558865831107466,0.023423053215533188,0.24793388429752067,1,0.1700145560407569
GA,143,408,0,1,33,239.2,109,40.66,235.5,112,20.02,156.3,95,7.03,9.5,4,2.57,1,0,640.5,0.3734582357533177,0.36768149882903983,0.2440281030444965,0.01483216237314598,0.2097902097902098,1,0.16998327759197324
IA,76,510,0,0,0,198.3,130,33.71,217.1,86,18.45,188.4,96,8.48,12.5,3,3.38,0,0,616.3,0.32175888366055494,0.35226350803180273,0.30569527827356807,0.020282330034074317,0.0,0,0.16999495713565305
AZ,158,510,0,0,0,205.2,97,34.88,240.6,77,20.45,79.7,108,3.59,14.4,12,3.89,0,0,539.9,0.38007038340433413,0.44563808112613446,0.14761992961659567,0.02667160585293573,0.0,0,0.16998050682261212
FL,116,510,0,0,0,192.1,98,32.66,312.9,135,26.6,130.2,94,5.86,7.9,2,2.13,3,0,643.1,0.2987093764577826,0.4865495257347224,0.20245684963458246,0.012284248172912456,0.7758620689655172,0,0.1700156168662155
MT,54,415,0,0,0,272.6,83,46.34,248.7,74,21.14,197.4,111,8.88,9.5,2,2.57,1,1,728.1999999999999,0.37434770667399075,0.34152705300741554,0.2710793737984071,0.013045866520186763,0.5555555555555556,0,0.16999266324284665
AL,86,415,0,0,0,128.3,121,21.81,197.1,93,16.75,138.4,152,6.23,12.2,5,3.29,7,1,475.99999999999994,0.26953781512605046,0.41407563025210087,0.2907563025210084,0.02563025210084034,2.441860465116279,0,0.16999220576773186
DE,108,510,0,0,0,169.6,99,28.83,264.1,87,22.45,206.3,78,9.28,9.3,4,2.51,0,0,649.3,0.2612043739411674,0.40674572616664106,0.3177267826890498,0.014323117203141847,0.0,0,0.1699882075471698
MT,66,510,0,0,0,201.3,95,34.22,152.8,66,12.99,233.2,101,10.49,7.5,4,2.03,1,0,594.8,0.3384330867518494,0.25689307330195027,0.39206455951580366,0.012609280430396773,0.45454545454545453,0,0.16999503229011423
KY,151,408,0,1,17,214.7,97,36.5,138.5,90,11.77,169.1,44,7.61,8.6,4,2.32,1,0,530.9,0.40440760971934453,0.2608777547560746,0.31851572800904127,0.01619890751553965,0.19867549668874174,1,0.17000465766185377
SC,99,510,0,0,0,169.2,70,28.76,271.5,77,23.08,170.2,104,7.66,10.6,2,2.86,0,0,621.5,0.27224456958970233,0.43684633950120677,0.2738535800482703,0.017055510860820595,0.0,0,0.1699763593380615
WA,55,415,0,0,0,194.1,121,33.0,176.6,110,15.01,302.8,136,13.63,7.0,7,1.89,2,0,680.5,0.2852314474650992,0.25951506245407785,0.4449669360764144,0.010286554004408524,1.090909090909091,0,0.17001545595054096
OR,77,510,0,0,0,233.8,104,39.75,266.5,94,22.65,212.7,104,9.57,7.6,3,2.05,2,0,720.6,0.3244518456841521,0.3698306966416875,0.29517069109075766,0.01054676658340272,0.7792207792207791,0,0.17001710863986313
AK,78,408,0,0,0,225.1,67,38.27,199.2,127,16.93,175.5,102,7.9,14.6,2,3.94,0,0,614.4,0.3663736979166667,0.32421875,0.28564453125,0.023763020833333332,0.0,0,0.17001332741004
GA,89,415,0,0,0,213.0,63,36.21,176.6,71,15.01,262.6,126,11.82,9.1,1,2.46,1,1,661.3000000000001,0.322092847421745,0.2670497504914562,0.3970966278542265,0.013760774232572204,0.33707865168539325,0,0.17
MN,101,415,0,0,0,183.9,115,31.26,255.9,101,21.75,275.0,145,12.38,10.8,11,2.92,1,0,725.5999999999999,0.25344542447629553,0.35267364939360535,0.3789966923925028,0.014884233737596475,0.297029702970297,0,0.1699836867862969
IL,44,415,0,1,34,221.8,105,37.71,161.7,85,13.74,227.7,62,10.25,14.0,7,3.78,0,0,625.2,0.354766474728087,0.25863723608445294,0.36420345489443373,0.02239283429302623,0.0,1,0.1700180342651037
IN,98,408,0,1,21,64.6,98,10.98,176.1,86,14.97,244.8,84,11.02,0.0,0,0.0,2,0,485.5,0.13305870236869205,0.3627188465499485,0.5042224510813594,0.0,0.6122448979591837,1,0.16996904024767803
SC,64,510,0,1,37,154.6,92,26.28,83.4,103,7.09,165.9,99,7.47,13.3,3,3.59,1,0,417.2,0.37056567593480344,0.1999041227229147,0.3976510067114094,0.031879194630872486,0.46875,1,0.16998706338939198
VA,141,415,0,0,0,260.2,131,44.23,179.2,120,15.23,135.0,119,6.08,7.2,8,1.94,3,0,581.6,0.44738651994497936,0.30811554332874824,0.23211829436038514,0.012379642365887207,0.6382978723404255,0,0.1699846272098386
WI,81,415,0,1,33,161.6,117,27.47,123.0,90,10.46,261.3,101,11.76,12.2,5,3.29,1,0,558.1000000000001,0.28955384339724055,0.22039061100161256,0.46819566385952327,0.021859881741623358,0.37037037037037035,1,0.16998762376237625
VT,162,510,0,0,0,220.6,117,37.5,155.2,121,13.19,186.7,89,8.4,10.5,11,2.84,1,0,573.0,0.38499127399650956,0.2708551483420593,0.3258289703315881,0.01832460732984293,0.18518518518518517,0,0.16999093381686312
AZ,83,415,0,1,41,155.9,122,26.5,162.3,107,13.8,127.6,105,5.74,13.1,5,3.54,3,0,458.9000000000001,0.3397254303769884,0.35367182392678137,0.27805622139899755,0.028546524297232506,1.0843373493975903,1,0.16998075689544578
FL,100,510,0,0,0,107.0,63,18.19,105.7,67,8.98,243.1,74,10.94,12.8,3,3.46,4,1,468.59999999999997,0.22833973538198893,0.2255655142979087,0.5187793427230047,0.027315407597097743,1.2,0,0.17
AK,59,510,0,0,0,182.5,104,31.03,204.7,95,17.4,229.9,100,10.35,11.3,8,3.05,4,0,628.4,0.29042011457670275,0.32574793125397833,0.36584977721196693,0.017982176957352006,2.0338983050847457,0,0.17002739726027397
AR,179,415,1,1,38,220.1,78,37.42,234.3,71,19.92,237.3,85,10.68,10.1,4,2.73,4,0,701.8000000000001,0.3136221145625534,0.3338557993730407,0.33813052151610146,0.014391564548304358,0.6703910614525139,1,0.17001363016810542
AR,79,408,0,0,0,152.2,112,25.87,177.2,132,15.06,96.4,87,4.34,5.3,3,1.43,1,0,431.09999999999997,0.35305033634887495,0.41104152168870334,0.22361401067037814,0.01229413129204361,0.379746835443038,0,0.1699737187910644
AK,117,415,0,0,0,181.5,95,30.86,205.1,88,17.43,204.0,82,9.18,14.7,9,3.97,2,0,605.3000000000001,0.29985131339831483,0.33884024450685607,0.33702296381959357,0.024285478275235417,0.5128205128205129,0,0.17002754820936639
MS,64,408,1,0,0,236.2,77,40.15,218.6,85,18.58,194.1,97,8.73,13.2,2,3.56,2,1,662.1,0.35674369430599606,0.3301616070080048,0.29315813321250567,0.01993656547349343,0.9375,0,0.1699830651989839
ME,31,415,0,0,0,166.1,105,28.24,79.3,93,6.74,213.7,98,9.62,12.7,2,3.43,1,0,471.79999999999995,0.3520559559135227,0.16807969478592624,0.45294616362865625,0.02691818567189487,0.9677419354838709,0,0.1700180614087899
CA,124,408,1,0,0,244.6,89,41.58,188.8,80,16.05,206.0,114,9.27,11.3,4,3.05,1,0,650.6999999999999,0.37590287382818505,0.2901490702320578,0.3165821423082834,0.0173659136314738,0.24193548387096772,0,0.16999182338511856
NM,122,408,0,1,23,134.2,85,22.81,227.3,132,19.32,122.4,96,5.51,8.5,2,2.3,2,0,492.4,0.2725426482534525,0.46161657189277017,0.2485783915515841,0.01726238830219334,0.49180327868852464,1,0.16997019374068556
NE,37,408,1,1,39,149.7,122,25.45,211.1,75,17.94,114.3,90,5.14,9.2,4,2.48,1,0,484.29999999999995,0.3091059260788767,0.4358868469956639,0.23601073714639687,0.018996489779062566,0.8108108108108107,1,0.17000668002672012
SC,90,408,0,1,29,150.1,109,25.52,264.7,103,22.5,178.4,97,8.03,5.8,4,1.57,1,0,598.9999999999999,0.2505843071786311,0.4419031719532555,0.29782971619365617,0.00968280467445743,0.3333333333333333,1,0.17001998667554963
CO,159,408,1,0,0,257.1,53,43.71,312.2,127,26.54,183.0,82,8.24,8.8,6,2.38,1,1,761.0999999999999,0.33780055183287355,0.4101957692813034,0.2404414662987781,0.01156221258704507,0.18867924528301888,0,0.17001166861143524
DE,148,415,0,0,0,124.4,83,21.15,179.7,81,15.27,253.0,99,11.39,11.3,6,3.05,0,0,568.4,0.21885995777621395,0.3161505981703026,0.44510907811400424,0.01988036593947924,0.0,0,0.170016077170418
OH,39,415,0,1,36,141.7,121,24.09,232.3,113,19.75,222.1,131,9.99,12.0,5,3.24,1,0,608.1,0.23302088472290738,0.38200953790494985,0.3652359809241901,0.01973359644795264,0.7692307692307692,1,0.17000705716302048
MS,77,408,0,0,0,230.0,87,39.1,103.2,138,8.77,309.6,136,13.93,11.3,3,3.05,2,0,654.0999999999999,0.35162819140804163,0.15777404066656478,0.4733221219996943,0.017275645925699436,0.7792207792207791,0,0.17
OK,194,408,0,0,0,162.3,88,27.59,213.7,118,18.16,192.1,81,8.64,10.9,2,2.94,0,0,579.0,0.28031088082901556,0.3690846286701209,0.3317789291882556,0.018825561312607944,0.0,0,0.16999383857054837
CO,154,415,0,0,0,350.8,75,59.64,216.5,94,18.4,253.9,100,11.43,10.1,9,2.73,1,1,831.3,0.4219896547576086,0.26043546252856975,0.3054252375796945,0.01214964513412727,0.1948051948051948,0,0.17001140250855187
NC,112,415,0,0,0,193.3,96,32.86,264.1,123,22.45,128.6,115,5.79,9.1,3,2.46,4,0,595.1,0.32481935809107715,0.4437909595026046,0.216098134767266,0.015291547639052258,1.0714285714285714,0,0.1699948266942576
MD,45,415,0,0,0,78.2,127,13.29,253.4,108,21.54,255.0,100,11.48,18.0,3,4.86,1,0,604.6,0.12934171352960636,0.4191200793913331,0.4217664571617598,0.029771749917300694,0.6666666666666666,0,0.16994884910485933
KS,132,415,0,0,0,83.4,110,14.18,232.2,137,19.74,146.7,114,6.6,7.6,5,2.05,1,0,469.90000000000003,0.1774845711853586,0.49414769099808464,0.3121940838476271,0.016173653968929558,0.22727272727272727,0,0.1700239808153477
MA,128,415,0,0,0,195.6,99,33.25,267.8,120,22.76,164.9,76,7.42,16.0,2,4.32,0,0,644.3,0.303585286357287,0.4156448859227069,0.2559366754617414,0.024833152258264785,0.0,0,0.16998977505112475
NC,135,415,0,0,0,201.8,81,34.31,225.0,114,19.13,204.4,82,9.2,10.3,6,2.78,1,0,641.5,0.3145752143413874,0.35074045206547155,0.31862821512081063,0.016056118472330478,0.2222222222222222,0,0.17001982160555004
NM,56,408,0,0,0,197.0,110,33.49,222.8,102,18.94,225.3,91,10.14,10.6,6,2.86,2,0,655.7,0.30044227543083724,0.33978953789842914,0.343602257129785,0.016165929540948604,1.0714285714285714,0,0.17
CA,151,415,1,0,0,218.0,57,37.06,114.4,88,9.72,269.2,95,12.11,12.4,1,3.35,0,1,613.9999999999999,0.35504885993485347,0.1863192182410424,0.4384364820846906,0.020195439739413686,0.0,0,0.17
NY,32,415,0,0,0,164.8,98,28.02,229.9,96,19.54,167.3,108,7.53,14.8,2,4.0,2,0,576.8,0.28571428571428575,0.39857836338418867,0.2900485436893204,0.025658807212205273,1.875,0,0.17002427184466018
AZ,90,415,0,0,0,179.2,77,30.46,210.7,99,17.91,276.9,58,12.46,9.2,6,2.48,2,0,676.0,0.2650887573964497,0.3116863905325444,0.4096153846153846,0.013609467455621301,0.6666666666666666,0,0.1699776785714286
SD,87,415,0,1,21,214.0,113,36.38,180.0,114,15.3,134.5,82,6.05,10.6,5,2.86,0,0,539.1,0.39695789278427007,0.333889816360601,0.24948989055833795,0.019662400296790946,0.0,1,0.17
DC,138,415,0,0,0,170.5,87,28.99,118.2,116,10.05,187.9,111,8.46,11.2,7,3.02,2,0,487.8,0.34952849528495283,0.24231242312423124,0.3851988519885199,0.02296022960229602,0.4347826086956522,0,0.17002932551319647
ND,79,408,0,0,0,205.7,123,34.97,214.5,108,18.23,226.1,106,10.17,6.7,18,1.81,1,0,653.0,0.3150076569678407,0.32848392036753443,0.3462480857580398,0.010260336906584993,0.379746835443038,0,0.1700048614487117
MO,95,415,1,0,0,165.5,84,28.14,286.2,112,24.33,198.9,89,8.95,11.5,2,3.11,1,1,662.1,0.2499622413532699,0.4322609877661984,0.3004077933846851,0.01736897749584655,0.31578947368421056,0,0.17003021148036254
KS,127,415,0,0,0,221.0,100,37.57,160.7,113,13.66,233.1,96,10.49,6.8,4,1.84,2,0,621.5999999999999,0.3555341055341056,0.2585263835263835,0.37500000000000006,0.01093951093951094,0.47244094488188976,0,0.17
SD,137,510,0,0,0,242.1,118,41.16,191.0,93,16.24,218.6,50,9.84,14.7,2,3.97,3,0,666.4000000000001,0.36329531812725085,0.2866146458583433,0.32803121248499395,0.02205882352941176,0.6569343065693432,0,0.17001239157372985
OK,97,415,0,0,0,151.6,107,25.77,155.4,96,13.21,240.0,112,10.8,14.7,4,3.97,1,0,561.7,0.2698949617233398,0.27666013886416235,0.4272743457361581,0.02617055367633968,0.30927835051546393,0,0.1699868073878628
OR,149,415,1,0,0,176.2,87,29.95,145.0,81,12.33,249.5,92,11.23,5.7,4,1.54,0,0,576.4000000000001,0.30569049271339344,0.25156141568355306,0.4328591256072171,0.009888965995836224,0.0,0,0.1699772985244041
IN,117,415,1,1,22,196.0,82,33.32,322.7,82,27.43,225.6,120,10.15,3.7,5,1.0,1,0,748.0000000000001,0.26203208556149726,0.43141711229946517,0.3016042780748663,0.004946524064171122,0.25641025641025644,1,0.17
OH,84,408,0,0,0,159.5,125,27.12,247.1,90,21.0,187.9,82,8.46,7.2,4,1.94,2,0,601.7,0.26508226691042047,0.41066976898786767,0.31228186804055175,0.011966096061160046,0.7142857142857143,0,0.17003134796238245
KS,137,415,0,0,0,230.2,113,39.13,220.4,79,18.73,204.7,111,9.21,10.7,7,2.89,4,0,666.0,0.34564564564564565,0.33093093093093096,0.30735735735735736,0.016066066066066066,0.8759124087591241,0,0.16998262380538665
CT,99,415,0,0,0,146.7,64,24.94,274.0,99,23.29,321.3,98,14.46,8.9,1,2.4,3,0,750.9,0.1953655613264083,0.364895458782794,0.4278865361566121,0.011852443734185645,0.9090909090909092,0,0.17000681663258352
NH,54,510,0,0,0,210.5,102,35.79,204.5,83,17.38,127.8,53,5.75,8.5,5,2.3,1,0,551.3,0.38182477779793217,0.3709414112098676,0.23181570832577544,0.015418102666424816,0.5555555555555556,0,0.17002375296912114
WI,85,415,0,0,0,102.0,95,17.34,270.2,139,22.97,148.2,105,6.67,10.7,3,2.89,1,0,531.1,0.19205422707588024,0.5087554132931651,0.2790434946337789,0.020146864997175672,0.3529411764705882,0,0.17
MS,150,510,0,0,0,126.0,99,21.42,238.5,73,20.27,285.1,100,12.83,10.2,6,2.75,3,0,659.8000000000001,0.19096695968475294,0.3614731736889966,0.43210063655653225,0.015459230069718093,0.6,0,0.17
WV,43,415,0,0,0,168.4,125,28.63,243.8,89,20.72,214.7,102,9.66,11.1,2,3.0,1,0,638.0000000000001,0.26394984326018806,0.3821316614420062,0.33652037617554853,0.01739811912225705,0.6976744186046512,0,0.17001187648456056
MA,35,415,0,0,0,105.6,129,17.95,258.2,129,21.95,213.1,77,9.59,8.7,3,2.35,0,0,585.6,0.180327868852459,0.44091530054644806,0.36390027322404367,0.014856557377049178,0.0,0,0.1699810606060606
MD,98,415,0,0,0,206.5,92,35.11,176.2,152,14.98,232.8,115,10.48,12.4,5,3.35,5,0,627.9,0.32887402452619846,0.2806179327918458,0.37075967510750124,0.019748367574454532,1.530612244897959,0,0.17002421307506052
PA,112,510,0,0,0,217.1,76,36.91,205.2,100,17.44,185.7,91,8.36,9.4,3,2.54,2,0,617.4,0.351635892452219,0.3323615160349854,0.3007774538386783,0.015225137674117267,0.5357142857142857,0,0.17001381851681252
WI,16,510,0,0,0,229.6,78,39.03,205.7,108,17.48,166.2,91,7.48,10.8,2,2.92,0,1,612.3,0.374979585170668,0.33594643148783276,0.2714355707986281,0.017638412542871143,0.0,0,0.1699912891986063
TN,98,415,0,1,22,278.3,89,47.31,93.4,143,7.94,107.6,42,4.84,9.7,5,2.62,0,0,489.00000000000006,0.569120654396728,0.19100204498977505,0.22004089979550098,0.019836400817995908,0.0,1,0.16999640675530003
TX,84,408,0,0,0,138.6,102,23.56,199.0,93,16.92,204.1,137,9.18,7.8,4,2.11,0,0,549.5,0.2522292993630573,0.362147406733394,0.37142857142857144,0.014194722474977252,0.0,0,0.16998556998557
OR,94,415,0,0,0,234.4,103,39.85,279.3,109,23.74,234.2,121,10.54,2.0,2,0.54,1,1,749.9000000000001,0.3125750100013335,0.3724496599546606,0.31230830777436985,0.002667022269635951,0.3191489361702128,0,0.17000853242320818
IL,84,510,0,0,0,181.5,129,30.86,130.7,112,11.11,186.5,118,8.39,8.5,4,2.3,1,0,507.2,0.35784700315457413,0.25768927444794953,0.367705047318612,0.016758675078864353,0.35714285714285715,0,0.17002754820936639
DC,66,415,0,0,0,167.3,91,28.44,230.0,68,19.55,191.7,118,8.63,10.6,5,2.86,1,1,599.6,0.27901934623082053,0.38358905937291526,0.3197131420947298,0.017678452301534354,0.45454545454545453,0,0.169994022713688
GA,98,415,0,1,31,121.0,105,20.57,218.9,98,18.61,226.7,110,10.2,12.0,1,3.24,1,0,578.5999999999999,0.20912547528517114,0.3783269961977187,0.3918078119599033,0.020739716557207053,0.30612244897959184,1,0.17
ID,74,415,0,0,0,221.1,124,37.59,110.8,94,9.42,240.1,112,10.8,10.6,3,2.86,0,0,582.6,0.3795056642636457,0.19018194301407482,0.4121180913147957,0.018194301407483692,0.0,0,0.17001356852103122
UT,96,408,0,1,26,145.8,108,24.79,192.2,89,16.34,165.1,96,7.43,9.9,2,2.67,1,0,513.0,0.28421052631578947,0.37465886939571147,0.3218323586744639,0.01929824561403509,0.3125,1,0.17002743484224964
KY,119,510,0,0,0,222.8,122,37.88,163.2,107,13.87,160.6,112,7.23,11.2,6,3.02,1,0,557.8000000000001,0.39942631767658654,0.292577984940839,0.287916816063105,0.02007888131946934,0.25210084033613445,0,0.17001795332136446
OH,73,415,0,0,0,183.4,80,31.18,242.0,115,20.57,201.4,100,9.06,7.5,3,2.03,4,0,634.3,0.28913763203531456,0.38152293867255244,0.31751537127542173,0.011824058016711336,1.6438356164383563,0,0.17001090512540892
WI,92,415,1,0,0,264.3,91,44.93,160.9,115,13.68,198.6,73,8.94,9.3,5,2.51,0,0,633.1,0.41746959406096984,0.25414626441320487,0.31369451903332807,0.014689622492497237,0.0,0,0.169996216420734
IL,21,415,0,0,0,146.0,78,24.82,109.7,79,9.32,247.4,108,11.13,6.8,7,1.84,0,0,509.90000000000003,0.2863306530692292,0.21514022357324966,0.48519317513237886,0.013335948225142183,0.0,0,0.17
DE,122,510,0,0,0,157.1,134,26.71,184.9,122,15.72,197.2,59,8.87,8.5,5,2.3,4,1,547.7,0.2868358590469235,0.337593573123973,0.36005112287748764,0.015519444951615847,0.9836065573770493,0,0.17001909611712288
RI,133,510,1,0,0,127.3,108,21.64,251.3,81,21.36,135.0,88,6.08,10.3,3,2.78,1,0,523.9,0.24298530253865241,0.47967169307119684,0.25768276388623784,0.019660240503912962,0.22556390977443608,0,0.16999214454045564
TX,145,415,0,0,0,187.9,110,31.94,197.0,117,16.75,167.0,108,7.52,4.8,4,1.3,2,0,556.6999999999999,0.33752469911981325,0.3538710256870847,0.29998203700377224,0.008622238189329981,0.4137931034482759,0,0.16998403406067056
OR,25,408,0,0,0,178.8,90,30.4,141.2,72,12.0,203.0,99,9.14,8.4,5,2.27,2,0,531.4,0.33646970267218673,0.2657132103876552,0.3820097854723372,0.01580730146782085,2.4,0,0.17002237136465323
NV,64,415,0,0,0,97.2,80,16.52,186.2,90,15.83,189.0,92,8.5,10.4,6,2.81,2,0,482.79999999999995,0.20132560066280036,0.3856669428334714,0.3914664457332229,0.021541010770505388,0.9375,0,0.1699588477366255
NE,85,415,0,0,0,259.8,85,44.17,242.3,117,20.6,168.8,72,7.6,5.4,1,1.46,0,0,676.3000000000001,0.38414904628123614,0.3582729557888511,0.24959337572083395,0.00798462220907881,0.0,0,0.17001539645881447
MS,126,415,0,0,0,256.5,112,43.61,199.5,90,16.96,188.3,122,8.47,7.0,5,1.89,3,0,651.3,0.3938277291570705,0.30631045601105483,0.28911407953324125,0.010747735298633503,0.7142857142857143,0,0.1700194931773879
OR,76,415,0,0,0,169.5,77,28.82,124.0,87,10.54,219.4,92,9.87,10.0,3,2.7,0,0,522.9,0.32415375788869766,0.23713903231975522,0.4195830942818895,0.019124115509657678,0.0,0,0.17002949852507374
DE,113,415,0,0,0,239.7,47,40.75,282.9,110,24.05,238.4,88,10.73,8.7,3,2.35,2,1,769.6999999999999,0.3114200337793946,0.3675457970637911,0.309731064050929,0.01130310510588541,0.5309734513274337,0,0.17000417188151856
DE,224,510,1,0,0,171.5,99,29.16,160.0,103,13.6,212.4,102,9.56,5.0,2,1.35,1,1,548.9,0.31244306795409,0.2914920750592093,0.3869557296411004,0.009109127345600291,0.13392857142857142,0,0.17002915451895043
AZ,117,408,0,0,0,239.9,84,40.78,174.8,106,14.86,209.5,93,9.43,9.8,2,2.65,0,0,634.0,0.37839116719242905,0.27570977917981077,0.3304416403785489,0.015457413249211358,0.0,0,0.16998749478949562
SD,128,408,0,1,34,142.3,73,24.19,194.8,79,16.56,239.3,81,10.77,16.0,6,4.32,1,0,592.4000000000001,0.2402093180283592,0.32883187035786626,0.40395003376097227,0.027008777852802156,0.234375,1,0.16999297259311313
NV,115,415,0,0,0,184.1,98,31.3,327.0,73,27.8,212.5,106,9.56,7.5,6,2.03,2,0,731.1,0.25181233757351934,0.4472712351251539,0.2906579127342361,0.010258514567090685,0.5217391304347826,0,0.17001629549158068
NM,141,415,0,1,28,206.9,126,35.17,264.4,126,22.47,171.8,124,7.73,9.3,11,2.51,2,0,652.3999999999999,0.31713672593500924,0.40527283874923364,0.26333537706928273,0.014255058246474559,0.425531914893617,1,0.16998550024166265
MN,51,510,0,0,0,259.9,114,44.18,176.2,94,14.98,77.2,112,3.47,15.3,1,4.13,1,0,528.5999999999999,0.49167612561483165,0.33333333333333337,0.14604615966704507,0.028944381384790017,0.5882352941176471,0,0.1699884570988842
NJ,100,415,0,0,0,203.8,122,34.65,283.1,76,24.06,197.3,83,8.88,12.5,3,3.38,0,0,696.7,0.2925218889048371,0.4063441940577006,0.28319219176115973,0.01794172527630257,0.0,0,0.1700196270853778
IN,96,415,0,1,45,248.8,124,42.3,140.3,77,11.93,263.6,102,11.86,10.3,2,2.78,3,0,663.0,0.37526395173453997,0.2116138763197587,0.39758672699849174,0.015535444947209653,0.9375,1,0.170016077170418
